Time,RadioId,NodeId,NodeRSSI,Battery,Celsius,RecordedAt,Firmware,SolarVolts,SolarCurrent,CumulativeSolarCurrent,Latitude,Longitude
2021-06-01 06:52:43,3,325b16,-82,3.88,6,2021-06-01 06:52:42,1.12.3,0,1,3654128,38.302988,-104.35072
2021-06-01 06:52:43,2,325b16,-84,3.88,6,2021-06-01 06:52:42,1.12.3,0,1,3654128,38.302988,-104.35072
2021-06-01 06:52:51,2,328773,-95,3.88,13,2021-06-01 06:52:52,1.12.3,0,1,3645358,38.311768,-104.359424
2021-06-01 06:52:51,3,328773,-93,3.88,13,2021-06-01 06:52:52,1.12.3,0,1,3645358,38.311768,-104.359424
2021-06-01 06:53:02,3,3260f6,-64,3.87,9,2021-06-01 06:53:02,1.11.3,0.03,1,3613985,38.300672,-104.350544
2021-06-01 06:53:02,2,3260f6,-97,3.87,9,2021-06-01 06:53:02,1.11.3,0.03,1,3613985,38.300672,-104.350544
2021-06-01 06:53:10,3,326182,-70,3.87,11,2021-06-01 06:53:10,1.12.3,0,1,3242610,38.3007,-104.353376
2021-06-01 06:53:10,2,326182,-86,3.87,11,2021-06-01 06:53:10,1.12.3,0,1,3242610,38.3007,-104.353376
2021-06-01 06:53:15,1,3296b8,-94,3.89,11,2021-06-01 06:53:15,1.12.3,0,1,4638834,38.307048,-104.353504
2021-06-01 06:53:15,3,3296b8,-82,3.89,11,2021-06-01 06:53:15,1.12.3,0,1,4638834,38.307048,-104.353504
2021-06-01 06:53:15,2,3296b8,-83,3.89,11,2021-06-01 06:53:15,1.12.3,0,1,4638834,38.307048,-104.353504
2021-06-01 06:53:22,3,328b65,-84,4.05,10,2021-06-01 06:53:23,1.12.3,0,1,4752432,38.309404,-104.356448
2021-06-01 06:53:22,2,328b65,-96,4.05,10,2021-06-01 06:53:23,1.12.3,0,1,4752432,38.309404,-104.356448
2021-06-01 06:53:24,2,32600d,-97,3.89,9,2021-06-01 06:53:25,1.12.3,0.02,1,2297096,38.282356,-104.367176
2021-06-01 06:53:29,3,329149,-85,3.95,8,2021-06-01 06:53:29,1.12.3,0,1,4439243,38.29608,-104.353424
2021-06-01 06:53:29,2,329149,-96,3.95,8,2021-06-01 06:53:29,1.12.3,0,1,4439243,38.29608,-104.353424
2021-06-01 06:53:30,3,33bd60,-79,4.03,11,2021-06-01 06:53:30,1.12.4,0,1,341176,38.307188,-104.356472
2021-06-01 06:53:30,2,33bd60,-87,4.03,11,2021-06-01 06:53:30,1.12.4,0,1,341176,38.307188,-104.356472
2021-06-01 06:53:31,1,32801d,-99,3.96,15,2021-06-01 06:53:30,1.12.4,0,1,3388777,38.3051,-104.350608
2021-06-01 06:53:42,1,328452,-100,3.89,10,2021-06-01 06:53:41,1.12.3,0,1,3277172,38.30296,-104.35628
2021-06-01 06:53:42,3,328452,-60,3.89,10,2021-06-01 06:53:41,1.12.3,0,1,3277172,38.30296,-104.35628
2021-06-01 06:53:42,2,328452,-83,3.89,10,2021-06-01 06:53:41,1.12.3,0,1,3277172,38.30296,-104.35628
2021-06-01 06:53:42,3,326123,-90,3.88,11,2021-06-01 06:53:43,1.12.3,0,1,3279216,38.292584,-104.358736
2021-06-01 06:53:42,2,326123,-96,3.88,11,2021-06-01 06:53:43,1.12.3,0,1,3279216,38.292584,-104.358736
2021-06-01 06:53:54,2,3282ca,-96,3.86,15,2021-06-01 06:53:53,1.12.3,0,1,4840473,38.313924,-104.359704
2021-06-01 06:53:57,1,325d08,-96,3.85,9,2021-06-01 06:53:57,1.12.3,0.01,1,1383835,38.307272,-104.34788
2021-06-01 06:53:57,2,325d08,-83,3.85,9,2021-06-01 06:53:57,1.12.3,0.01,1,1383835,38.307272,-104.34788
2021-06-01 06:53:58,2,328c5e,-78,3.5,12,2021-06-01 06:53:42,1.12.3,0,1,140733,38.305272,-104.35944
2021-06-01 06:53:58,3,328c5e,-89,3.5,12,2021-06-01 06:53:42,1.12.3,0,1,140733,38.305272,-104.35944
2021-06-01 06:53:59,3,329199,-81,3.96,11,2021-06-01 06:53:59,1.12.3,0.03,1,4048415,38.298444,-104.356192
2021-06-01 06:53:59,2,329199,-96,3.96,11,2021-06-01 06:53:59,1.12.3,0.03,1,4048415,38.298444,-104.356192
2021-06-01 06:54:16,2,32b207,-96,3.96,10,2021-06-01 06:54:13,1.12.3,0,1,4224044,38.293792,-104.35632
2021-06-01 06:54:16,3,32b207,-90,3.96,10,2021-06-01 06:54:13,1.12.3,0,1,4224044,38.293792,-104.35632
2021-06-01 06:54:22,1,33895a,-104,3.74,11,2021-06-01 06:54:21,1.12.4,0,1,1582880,38.307204,-104.350672
2021-06-01 06:54:22,2,33895a,-92,3.74,11,2021-06-01 06:54:21,1.12.4,0,1,1582880,38.307204,-104.350672
2021-06-01 06:54:22,2,327e7a,-97,3.91,14,2021-06-01 06:54:21,1.12.3,0,1,4139760,38.294012,-104.35348
2021-06-01 06:54:22,3,327e7a,-83,3.91,14,2021-06-01 06:54:21,1.12.3,0,1,4139760,38.294012,-104.35348
2021-06-01 06:54:34,2,328f95,-96,3.9,8,2021-06-01 06:54:35,1.12.3,0,1,3508681,38.298432,-104.359248
2021-06-01 06:55:09,2,328726,-96,4.04,13,2021-06-01 06:55:09,1.12.3,0.05,1,3695395,38.311684,-104.356344
2021-06-01 06:55:09,3,328726,-90,4.04,13,2021-06-01 06:55:09,1.12.3,0.05,1,3695395,38.311684,-104.356344
2021-06-01 06:55:16,3,32930a,-91,3.91,8,2021-06-01 06:55:17,1.12.3,0,1,4893841,38.309296,-104.359464
2021-06-01 06:55:16,2,32930a,-95,3.91,8,2021-06-01 06:55:17,1.12.3,0,1,4893841,38.309296,-104.359464
2021-06-01 06:55:18,3,3278d6,-88,3.91,10,2021-06-01 06:55:19,1.12.3,0,1,3520141,38.296096,-104.356344
2021-06-01 06:55:18,2,3278d6,-96,3.91,10,2021-06-01 06:55:19,1.12.3,0,1,3520141,38.296096,-104.356344
2021-06-01 06:55:30,3,328d01,-83,3.87,10,2021-06-01 06:55:29,1.12.3,0,1,3814189,38.298368,-104.353472
2021-06-01 06:56:00,2,325d5f,-74,3.85,9,2021-06-01 06:55:59,1.12.3,0,1,3649508,38.303216,-104.359344
2021-06-01 06:56:00,3,325d5f,-94,3.85,9,2021-06-01 06:55:59,1.12.3,0,1,3649508,38.303216,-104.359344
2021-06-01 06:56:04,2,32845f,-92,3.91,10,2021-06-01 06:56:05,1.12.3,0,1,2445260,38.29154,-104.360536
2021-06-01 06:56:04,3,32845f,-92,3.91,10,2021-06-01 06:56:05,1.12.3,0,1,2445260,38.29154,-104.360536
2021-06-01 06:56:08,2,33d782,-99,3.92,10,2021-06-01 06:56:07,1.12.4,0.08,1,71614,38.29518,-104.3592
2021-06-01 06:56:09,1,328e67,-102,3.88,12,2021-06-01 06:56:10,1.12.3,0.01,1,4450818,38.305312,-104.35332
2021-06-01 06:56:09,3,328e67,-80,3.88,12,2021-06-01 06:56:10,1.12.3,0.01,1,4450818,38.305312,-104.35332
2021-06-01 06:56:28,3,3276b6,-89,3.97,13,2021-06-01 06:56:29,1.12.3,0.02,1,3848454,38.311692,-104.350256
2021-06-01 06:56:28,2,3276b6,-92,3.97,13,2021-06-01 06:56:29,1.12.3,0.02,1,3848454,38.311692,-104.350256
2021-06-01 06:56:31,2,326331,-81,3.88,11,2021-06-01 06:56:31,1.12.3,0.01,1,4362573,38.302944,-104.353368
2021-06-01 06:56:31,3,326331,-87,3.88,11,2021-06-01 06:56:31,1.12.3,0.01,1,4362573,38.302944,-104.353368
2021-06-01 06:56:40,3,329b65,-85,3.98,14,2021-06-01 06:56:40,1.12.3,0,1,4284449,38.313752,-104.35008
2021-06-01 06:56:40,2,329b65,-90,3.98,14,2021-06-01 06:56:40,1.12.3,0,1,4284449,38.313752,-104.35008
2021-06-01 06:56:51,2,32b8ee,-91,3.8,10,2021-06-01 06:56:51,1.12.3,0.02,1,3193192,38.29072,-104.36292
2021-06-01 06:56:58,1,33d486,-69,3.9,9,2021-06-01 06:56:58,1.12.4,0,1,4320017,38.305196,-104.35616
2021-06-01 06:56:58,4,33d486,-103,3.9,9,2021-06-01 06:56:58,1.12.4,0,1,4320017,38.305196,-104.35616
2021-06-01 06:56:58,3,33d486,-49,3.9,9,2021-06-01 06:56:58,1.12.4,0,1,4320017,38.305196,-104.35616
2021-06-01 06:56:58,2,33d486,-58,3.9,9,2021-06-01 06:56:58,1.12.4,0,1,4320017,38.305196,-104.35616
2021-06-01 06:57:07,1,327a09,-95,3.87,11,2021-06-01 06:57:07,1.12.3,0,1,3772370,38.309556,-104.347336
2021-06-01 06:57:21,2,3266aa,-96,3.86,12,2021-06-01 06:57:20,1.12.3,0,1,3702066,38.296152,-104.350568
2021-06-01 06:57:21,3,3266aa,-84,3.86,12,2021-06-01 06:57:20,1.12.3,0,1,3702066,38.296152,-104.350568
2021-06-01 06:57:28,1,32b849,-104,3.91,9,2021-06-01 06:57:28,1.12.3,0,1,4377333,38.30078,-104.360224
2021-06-01 06:57:28,3,32b849,-92,3.91,9,2021-06-01 06:57:28,1.12.3,0,1,4377333,38.30078,-104.360224
2021-06-01 06:57:28,2,32b849,-81,3.91,9,2021-06-01 06:57:28,1.12.3,0,1,4377333,38.30078,-104.360224
2021-06-01 06:57:31,1,328ca1,-99,3.85,10,2021-06-01 06:57:32,1.12.3,0,1,4627380,38.309472,-104.35028
2021-06-01 06:57:31,3,328ca1,-89,3.85,10,2021-06-01 06:57:32,1.12.3,0,1,4627380,38.309472,-104.35028
2021-06-01 06:57:31,2,328ca1,-91,3.85,10,2021-06-01 06:57:32,1.12.3,0,1,4627380,38.309472,-104.35028
2021-06-01 06:57:39,3,3267b1,-82,3.89,10,2021-06-01 06:57:38,1.12.3,0,1,3381540,38.309476,-104.353608
2021-06-01 06:57:39,2,3267b1,-89,3.89,10,2021-06-01 06:57:38,1.12.3,0,1,3381540,38.309476,-104.353608
2021-06-01 06:57:43,2,329ab2,-97,3.91,8,2021-06-01 06:57:43,1.12.3,0,1,4477223,38.307364,-104.35932
2021-06-01 06:57:43,3,325b16,-83,3.88,6,2021-06-01 06:57:43,1.12.3,0,1,3654188,38.302988,-104.35072
2021-06-01 06:57:43,2,325b16,-84,3.88,6,2021-06-01 06:57:43,1.12.3,0,1,3654188,38.302988,-104.35072
2021-06-01 06:57:52,2,328773,-94,3.88,13,2021-06-01 06:57:52,1.12.3,0,1,3645418,38.311768,-104.359424
2021-06-01 06:57:52,3,328773,-92,3.88,13,2021-06-01 06:57:52,1.12.3,0,1,3645418,38.311768,-104.359424
2021-06-01 06:58:04,2,3260f6,-99,3.87,9,2021-06-01 06:58:05,1.11.3,0.03,1,3614045,38.300672,-104.350544
2021-06-01 06:58:15,1,3296b8,-64,3.89,11,2021-06-01 06:58:15,1.12.3,0,1,4638893,38.307048,-104.353504
2021-06-01 06:58:15,3,3296b8,-82,3.89,11,2021-06-01 06:58:15,1.12.3,0,1,4638893,38.307048,-104.353504
2021-06-01 06:58:15,2,3296b8,-84,3.89,11,2021-06-01 06:58:15,1.12.3,0,1,4638893,38.307048,-104.353504
2021-06-01 06:58:23,3,328b65,-84,4.05,10,2021-06-01 06:58:23,1.12.3,0,1,4752492,38.309404,-104.356448
2021-06-01 06:58:23,2,328b65,-96,4.05,10,2021-06-01 06:58:23,1.12.3,0,1,4752492,38.309404,-104.356448
2021-06-01 06:58:25,2,32600d,-96,3.89,10,2021-06-01 06:58:25,1.12.3,0.02,1,2297155,38.282356,-104.367176
2021-06-01 06:58:29,2,329149,-99,3.95,7,2021-06-01 06:58:30,1.12.3,0,1,4439302,38.29608,-104.353424
2021-06-01 06:58:29,3,329149,-85,3.95,7,2021-06-01 06:58:30,1.12.3,0,1,4439302,38.29608,-104.353424
2021-06-01 06:58:30,3,33bd60,-80,4.03,11,2021-06-01 06:58:31,1.12.4,0,1,341236,38.307188,-104.356472
2021-06-01 06:58:30,2,33bd60,-88,4.03,11,2021-06-01 06:58:31,1.12.4,0,1,341236,38.307188,-104.356472
2021-06-01 06:58:31,1,32801d,-97,3.96,15,2021-06-01 06:58:30,1.12.4,0,1,3388836,38.3051,-104.350608
2021-06-01 06:58:42,1,328452,-99,3.89,10,2021-06-01 06:58:41,1.12.3,0,1,3277232,38.30296,-104.35628
2021-06-01 06:58:42,2,328452,-83,3.89,10,2021-06-01 06:58:41,1.12.3,0,1,3277232,38.30296,-104.35628
2021-06-01 06:58:42,3,328452,-60,3.89,10,2021-06-01 06:58:41,1.12.3,0,1,3277232,38.30296,-104.35628
2021-06-01 06:58:42,2,326123,-96,3.88,11,2021-06-01 06:58:43,1.12.3,0,1,3279275,38.292584,-104.358736
2021-06-01 06:58:42,3,326123,-90,3.88,11,2021-06-01 06:58:43,1.12.3,0,1,3279275,38.292584,-104.358736
2021-06-01 06:58:46,2,3288b6,-96,4.01,10,2021-06-01 06:58:46,1.12.3,0,1,2344927,38.286828,-104.37016
2021-06-01 06:58:54,2,3282ca,-99,3.85,15,2021-06-01 06:58:53,1.12.3,0,1,4840532,38.313924,-104.359704
2021-06-01 06:58:57,1,325d08,-96,3.85,9,2021-06-01 06:58:58,1.12.3,0.01,1,1383895,38.307272,-104.34788
2021-06-01 06:58:57,3,325d08,-93,3.85,9,2021-06-01 06:58:58,1.12.3,0.01,1,1383895,38.307272,-104.34788
2021-06-01 06:58:57,2,325d08,-83,3.85,9,2021-06-01 06:58:58,1.12.3,0.01,1,1383895,38.307272,-104.34788
2021-06-01 06:59:02,2,328c5e,-78,3.5,12,2021-06-01 06:58:46,1.12.3,0,1,140763,38.305272,-104.35944
2021-06-01 06:59:02,3,328c5e,-89,3.5,12,2021-06-01 06:58:46,1.12.3,0,1,140763,38.305272,-104.35944
2021-06-01 06:59:16,3,32b207,-90,3.96,10,2021-06-01 06:59:13,1.12.3,0,1,4224104,38.293792,-104.35632
2021-06-01 06:59:16,2,32b207,-96,3.96,10,2021-06-01 06:59:13,1.12.3,0,1,4224104,38.293792,-104.35632
2021-06-01 06:59:22,1,33895a,-104,3.74,11,2021-06-01 06:59:22,1.12.4,0,1,1582939,38.307204,-104.350672
2021-06-01 06:59:22,2,33895a,-92,3.74,11,2021-06-01 06:59:22,1.12.4,0,1,1582939,38.307204,-104.350672
2021-06-01 06:59:23,2,327e7a,-92,3.91,14,2021-06-01 06:59:22,1.12.3,0,1,4139820,38.294012,-104.35348
2021-06-01 06:59:23,3,327e7a,-84,3.91,14,2021-06-01 06:59:22,1.12.3,0,1,4139820,38.294012,-104.35348
2021-06-01 06:59:35,2,328f95,-97,3.9,8,2021-06-01 06:59:35,1.12.3,0,1,3508741,38.298432,-104.359248
2021-06-01 07:00:09,3,328726,-90,4.04,13,2021-06-01 07:00:09,1.12.3,0.06,1,3695455,38.311684,-104.356344
2021-06-01 07:00:09,2,328726,-96,4.04,13,2021-06-01 07:00:09,1.12.3,0.06,1,3695455,38.311684,-104.356344
2021-06-01 07:00:17,3,32930a,-88,3.91,8,2021-06-01 07:00:17,1.12.3,0,1,4893901,38.309296,-104.359464
2021-06-01 07:00:17,2,32930a,-95,3.91,8,2021-06-01 07:00:17,1.12.3,0,1,4893901,38.309296,-104.359464
2021-06-01 07:00:19,3,3278d6,-90,3.91,10,2021-06-01 07:00:19,1.12.3,0,1,3520201,38.296096,-104.356344
2021-06-01 07:00:19,2,3278d6,-96,3.91,10,2021-06-01 07:00:19,1.12.3,0,1,3520201,38.296096,-104.356344
2021-06-01 07:00:29,3,326532,-85,3.89,10,2021-06-01 07:00:29,1.12.3,0,1,4130541,38.298416,-104.35056
2021-06-01 07:00:29,2,326532,-97,3.89,10,2021-06-01 07:00:29,1.12.3,0,1,4130541,38.298416,-104.35056
2021-06-01 07:00:42,3,32b86d,-93,3.87,13,2021-06-01 07:00:42,1.12.3,0,1,4793731,38.313888,-104.356512
2021-06-01 07:00:42,2,32b86d,-100,3.87,13,2021-06-01 07:00:42,1.12.3,0,1,4793731,38.313888,-104.356512
2021-06-01 07:00:43,2,32785e,-96,4.03,10,2021-06-01 07:00:44,1.12.3,0,1,2516006,38.280016,-104.367392
2021-06-01 07:01:00,2,325d5f,-74,3.85,9,2021-06-01 07:01:00,1.12.3,0,1,3649568,38.303216,-104.359344
2021-06-01 07:01:05,3,32845f,-89,3.9,11,2021-06-01 07:01:05,1.12.3,0,1,2445320,38.29154,-104.360536
2021-06-01 07:01:05,2,32845f,-92,3.9,11,2021-06-01 07:01:05,1.12.3,0,1,2445320,38.29154,-104.360536
2021-06-01 07:01:08,2,33d782,-98,3.92,11,2021-06-01 07:01:08,1.12.4,0.07,1,71674,38.29518,-104.3592
2021-06-01 07:01:10,1,328e67,-103,3.88,12,2021-06-01 07:01:10,1.12.3,0.01,1,4450877,38.305312,-104.35332
2021-06-01 07:01:10,3,328e67,-80,3.88,12,2021-06-01 07:01:10,1.12.3,0.01,1,4450877,38.305312,-104.35332
2021-06-01 07:01:29,2,3276b6,-92,3.97,14,2021-06-01 07:01:29,1.12.3,0.02,1,3848514,38.311692,-104.350256
2021-06-01 07:01:29,3,3276b6,-90,3.97,14,2021-06-01 07:01:29,1.12.3,0.02,1,3848514,38.311692,-104.350256
2021-06-01 07:01:31,3,326331,-87,3.88,11,2021-06-01 07:01:31,1.12.3,0.01,1,4362633,38.302944,-104.353368
2021-06-01 07:01:31,2,326331,-81,3.88,11,2021-06-01 07:01:31,1.12.3,0.01,1,4362633,38.302944,-104.353368
2021-06-01 07:01:40,3,329b65,-86,3.98,13,2021-06-01 07:01:40,1.12.3,0,1,4284509,38.313752,-104.35008
2021-06-01 07:01:40,2,329b65,-90,3.98,13,2021-06-01 07:01:40,1.12.3,0,1,4284509,38.313752,-104.35008
2021-06-01 07:01:43,3,33b5bf,-89,3.95,10,2021-06-01 07:01:43,1.12.4,0,1,4224813,38.30322,-104.34804
2021-06-01 07:01:43,2,33b5bf,-96,3.95,10,2021-06-01 07:01:43,1.12.4,0,1,4224813,38.30322,-104.34804
2021-06-01 07:01:52,2,32b8ee,-91,3.8,9,2021-06-01 07:01:51,1.12.3,0.02,1,3193252,38.29072,-104.36292
2021-06-01 07:01:59,1,33d486,-70,3.9,9,2021-06-01 07:01:58,1.12.4,0,1,4320076,38.305196,-104.35616
2021-06-01 07:01:59,4,33d486,-103,3.9,9,2021-06-01 07:01:58,1.12.4,0,1,4320076,38.305196,-104.35616
2021-06-01 07:01:59,2,33d486,-58,3.9,9,2021-06-01 07:01:58,1.12.4,0,1,4320076,38.305196,-104.35616
2021-06-01 07:01:59,3,33d486,-49,3.9,9,2021-06-01 07:01:58,1.12.4,0,1,4320076,38.305196,-104.35616
2021-06-01 07:02:08,1,327a09,-95,3.87,11,2021-06-01 07:02:07,1.12.3,0,1,3772430,38.309556,-104.347336
2021-06-01 07:02:08,3,327a09,-89,3.87,11,2021-06-01 07:02:07,1.12.3,0,1,3772430,38.309556,-104.347336
2021-06-01 07:02:08,2,327a09,-87,3.87,11,2021-06-01 07:02:07,1.12.3,0,1,3772430,38.309556,-104.347336
2021-06-01 07:02:21,2,3266aa,-96,3.86,11,2021-06-01 07:02:20,1.12.3,0,1,3702125,38.296152,-104.350568
2021-06-01 07:02:21,3,3266aa,-84,3.86,11,2021-06-01 07:02:20,1.12.3,0,1,3702125,38.296152,-104.350568
2021-06-01 07:02:28,1,32b849,-104,3.91,10,2021-06-01 07:02:28,1.12.3,0,1,4377392,38.30078,-104.360224
2021-06-01 07:02:28,3,32b849,-92,3.91,10,2021-06-01 07:02:28,1.12.3,0,1,4377392,38.30078,-104.360224
2021-06-01 07:02:28,2,32b849,-81,3.91,10,2021-06-01 07:02:28,1.12.3,0,1,4377392,38.30078,-104.360224
2021-06-01 07:02:39,3,3267b1,-82,3.89,10,2021-06-01 07:02:39,1.12.3,0,1,3381600,38.309476,-104.353608
2021-06-01 07:02:39,2,3267b1,-89,3.89,10,2021-06-01 07:02:39,1.12.3,0,1,3381600,38.309476,-104.353608
2021-06-01 07:02:41,2,327b01,-93,3.91,12,2021-06-01 07:02:41,1.12.3,0,1,3227754,38.296048,-104.361
2021-06-01 07:02:43,2,329ab2,-96,3.91,8,2021-06-01 07:02:44,1.12.3,0,1,4477283,38.307364,-104.35932
2021-06-01 07:02:43,2,325b16,-85,3.88,6,2021-06-01 07:02:43,1.12.3,0,1,3654247,38.302988,-104.35072
2021-06-01 07:02:43,3,325b16,-83,3.88,6,2021-06-01 07:02:43,1.12.3,0,1,3654247,38.302988,-104.35072
2021-06-01 07:02:52,3,328773,-93,3.88,13,2021-06-01 07:02:52,1.12.3,0,1,3645478,38.311768,-104.359424
2021-06-01 07:02:52,2,328773,-92,3.88,13,2021-06-01 07:02:52,1.12.3,0,1,3645478,38.311768,-104.359424
2021-06-01 07:03:04,2,3260f6,-96,3.87,9,2021-06-01 07:03:05,1.11.3,0.03,1,3614105,38.300672,-104.350544
2021-06-01 07:03:04,3,3260f6,-93,3.87,9,2021-06-01 07:03:05,1.11.3,0.03,1,3614105,38.300672,-104.350544
2021-06-01 07:03:10,2,326182,-86,3.87,11,2021-06-01 07:03:11,1.12.3,0,1,3242728,38.3007,-104.353376
2021-06-01 07:03:10,3,326182,-70,3.87,11,2021-06-01 07:03:11,1.12.3,0,1,3242728,38.3007,-104.353376
2021-06-01 07:03:15,1,3296b8,-95,3.89,11,2021-06-01 07:03:16,1.12.3,0,1,4638953,38.307048,-104.353504
2021-06-01 07:03:15,3,3296b8,-82,3.89,11,2021-06-01 07:03:16,1.12.3,0,1,4638953,38.307048,-104.353504
2021-06-01 07:03:15,2,3296b8,-80,3.89,11,2021-06-01 07:03:16,1.12.3,0,1,4638953,38.307048,-104.353504
2021-06-01 07:03:23,2,328b65,-97,4.05,10,2021-06-01 07:03:24,1.12.3,0,1,4752552,38.309404,-104.356448
2021-06-01 07:03:23,3,328b65,-84,4.05,10,2021-06-01 07:03:24,1.12.3,0,1,4752552,38.309404,-104.356448
2021-06-01 07:03:25,2,32600d,-96,3.89,9,2021-06-01 07:03:26,1.12.3,0.02,1,2297215,38.282356,-104.367176
2021-06-01 07:03:30,2,33bd60,-88,4.03,12,2021-06-01 07:03:31,1.12.4,0,1,341296,38.307188,-104.356472
2021-06-01 07:03:30,3,33bd60,-79,4.03,12,2021-06-01 07:03:31,1.12.4,0,1,341296,38.307188,-104.356472
2021-06-01 07:03:32,1,32801d,-103,3.96,15,2021-06-01 07:03:30,1.12.4,0,1,3388895,38.3051,-104.350608
2021-06-01 07:03:42,1,328452,-103,3.89,10,2021-06-01 07:03:42,1.12.3,0,1,3277292,38.30296,-104.35628
2021-06-01 07:03:43,2,328452,-83,3.89,10,2021-06-01 07:03:42,1.12.3,0,1,3277292,38.30296,-104.35628
2021-06-01 07:03:43,3,328452,-60,3.89,10,2021-06-01 07:03:42,1.12.3,0,1,3277292,38.30296,-104.35628
2021-06-01 07:03:43,3,326123,-89,3.88,11,2021-06-01 07:03:43,1.12.3,0,1,3279335,38.292504,-104.35876
2021-06-01 07:03:43,2,326123,-96,3.88,11,2021-06-01 07:03:43,1.12.3,0,1,3279335,38.292504,-104.35876
2021-06-01 07:03:54,2,3282ca,-97,3.85,15,2021-06-01 07:03:53,1.12.3,0,1,4840592,38.313924,-104.359704
2021-06-01 07:03:58,1,325d08,-96,3.85,9,2021-06-01 07:03:58,1.12.3,0.01,1,1383954,38.307272,-104.34788
2021-06-01 07:03:58,3,325d08,-93,3.85,9,2021-06-01 07:03:58,1.12.3,0.01,1,1383954,38.307272,-104.34788
2021-06-01 07:03:58,2,325d08,-84,3.85,9,2021-06-01 07:03:58,1.12.3,0.01,1,1383954,38.307272,-104.34788
2021-06-01 07:03:59,2,329199,-96,3.96,11,2021-06-01 07:04:00,1.12.3,0.03,1,4048535,38.298384,-104.3562
2021-06-01 07:03:59,3,329199,-81,3.96,11,2021-06-01 07:04:00,1.12.3,0.03,1,4048535,38.298384,-104.3562
2021-06-01 07:04:06,3,328c5e,-88,3.5,12,2021-06-01 07:03:51,1.12.3,0,1,140793,38.305272,-104.35944
2021-06-01 07:04:06,2,328c5e,-78,3.5,12,2021-06-01 07:03:51,1.12.3,0,1,140793,38.305272,-104.35944
2021-06-01 07:04:16,2,32b207,-97,3.96,10,2021-06-01 07:04:13,1.12.3,0,1,4224164,38.293792,-104.35632
2021-06-01 07:04:16,3,32b207,-90,3.96,10,2021-06-01 07:04:13,1.12.3,0,1,4224164,38.293792,-104.35632
2021-06-01 07:04:22,1,33895a,-104,3.73,11,2021-06-01 07:04:22,1.12.4,0,1,1582999,38.307204,-104.350672
2021-06-01 07:04:22,2,33895a,-92,3.73,11,2021-06-01 07:04:22,1.12.4,0,1,1582999,38.307204,-104.350672
2021-06-01 07:04:23,3,327e7a,-84,3.91,14,2021-06-01 07:04:22,1.12.3,0,1,4139880,38.294012,-104.35348
2021-06-01 07:04:23,2,327e7a,-92,3.91,14,2021-06-01 07:04:22,1.12.3,0,1,4139880,38.294012,-104.35348
2021-06-01 07:04:35,2,328f95,-98,3.9,8,2021-06-01 07:04:34,1.12.3,0,1,3508801,38.298432,-104.359256
